This tab has one table with population components for Local Government Areas in Australia for 2021-22 to 2023-24. It ranges from cell A1 to AE557.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 1. Population components, Local Government Areas, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional population, 2023-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Components of population change 2021-22,,,,,,,,,Components of population change 2022-23,,,,,,,,,Components of population change 2023-24,,,,,,,,,,,,,,,,,,,,
,,,,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,,,,,,,,,,,,
S/T code,S/T name,LGA code,LGA name (a),no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,,,,,,,,,,,,
5,Western Australia,52590,Dandaragan,36,23,13,365,300,65,60,34,26,38,23,15,264,180,84,106,30,76,34,14,20,301,217,84,101,36,65,,,,,,,,,,,,
5,Western Australia,52660,Dardanup,197,121,76,1577,1505,72,70,39,31,190,131,59,1262,1096,166,124,35,89,190,131,59,1285,1180,105,117,41,76,,,,,,,,,,,,
5,Western Australia,52730,Denmark,35,39,-4,600,533,67,18,10,8,44,43,1,402,346,56,33,10,23,36,61,-25,455,362,93,30,10,20,,,,,,,,,,,,
5,Western Australia,52800,Derby-West Kimberley,121,61,60,566,656,-90,57,31,26,107,72,35,422,500,-78,99,29,70,113,61,52,479,492,-13,93,33,60,,,,,,,,,,,,
5,Western Australia,52870,Donnybrook-Balingup,70,57,13,555,496,59,38,21,17,55,74,-19,376,365,11,66,19,47,67,46,21,454,370,84,61,22,39,,,,,,,,,,,,
5,Western Australia,52940,Dowerin,9,5,4,29,34,-5,2,1,1,3,3,0,22,21,1,5,1,4,9,4,5,41,48,-7,5,1,4,,,,,,,,,,,,
5,Western Australia,53010,Dumbleyung,11,5,6,23,35,-12,3,2,1,6,4,2,36,35,1,7,2,5,6,6,0,26,24,2,7,2,5,,,,,,,,,,,,
5,Western Australia,53080,Dundas,4,7,-3,72,77,-5,8,4,4,6,7,-1,76,78,-2,13,4,9,9,5,4,72,62,10,12,4,8,,,,,,,,,,,,
5,Western Australia,53150,East Fremantle,63,77,-14,826,843,-17,111,73,38,46,71,-25,616,637,-21,275,71,204,54,64,-10,565,601,-36,259,81,178,,,,,,,,,,,,
5,Western Australia,53220,East Pilbara,90,18,72,1082,1264,-182,96,53,43,95,31,64,886,976,-90,170,48,122,73,22,51,899,1054,-155,157,57,100,,,,,,,,,,,,
5,Western Australia,53290,Esperance,156,98,58,899,879,20,60,33,27,154,100,54,634,714,-80,106,30,76,148,100,48,599,701,-102,97,36,61,,,,,,,,,,,,
5,Western Australia,53360,Exmouth,46,15,31,346,281,65,40,23,17,25,13,12,277,187,90,71,20,51,36,12,24,281,250,31,68,25,43,,,,,,,,,,,,
5,Western Australia,53430,Fremantle,380,272,108,3998,3665,333,567,332,235,304,257,47,3257,2870,387,1305,332,973,304,237,67,3231,3039,192,1278,383,895,,,,,,,,,,,,
5,Western Australia,53570,Gingin,53,40,13,603,515,88,99,55,44,58,51,7,415,373,42,175,50,125,55,40,15,567,409,158,162,57,105,,,,,,,,,,,,
5,Western Australia,53640,Gnowangerup,20,4,16,78,96,-18,11,5,6,20,7,13,49,67,-18,15,4,11,23,9,14,48,70,-22,14,5,9,,,,,,,,,,,,
5,Western Australia,53710,Goomalling,13,9,4,41,45,-4,3,2,1,9,10,-1,43,43,0,6,2,4,11,10,1,67,67,0,6,2,4,,,,,,,,,,,,
5,Western Australia,53780,Gosnells,1677,735,942,10088,10255,-167,2076,1153,923,1556,805,751,8168,8587,-419,5147,1050,4097,1603,722,881,8404,8978,-574,4686,1207,3479,,,,,,,,,,,,
5,Western Australia,53800,Greater Geraldton,520,329,191,2700,2663,37,230,125,105,500,327,173,2097,2142,-45,402,115,287,459,367,92,2301,2245,56,375,131,244,,,,,,,,,,,,
5,Western Australia,53920,Halls Creek,68,24,44,245,222,23,19,11,8,45,36,9,151,160,-9,34,11,23,72,31,41,174,158,16,31,11,20,,,,,,,,,,,,
5,Western Australia,53990,Harvey,331,143,188,2531,2270,261,200,109,91,311,146,165,1952,1702,250,323,101,222,332,144,188,2100,1808,292,328,115,213,,,,,,,,,,,,
5,Western Australia,54060,Irwin,27,39,-12,312,277,35,8,5,3,20,23,-3,270,230,40,15,5,10,32,44,-12,243,218,25,14,5,9,,,,,,,,,,,,
5,Western Australia,54130,Jerramungup,12,5,7,113,122,-9,7,5,2,18,6,12,44,50,-6,17,5,12,12,3,9,69,84,-15,14,5,9,,,,,,,,,,,,
5,Western Australia,54170,Joondalup,1724,792,932,11289,12455,-1166,1919,1086,833,1593,837,756,8363,8760,-397,4762,982,3780,1482,818,664,8394,8712,-318,4467,1132,3335,,,,,,,,,,,,
5,Western Australia,54200,Kalamunda,678,376,302,4284,4305,-21,471,262,209,633,394,239,3742,3502,240,1171,239,932,637,398,239,3752,3693,59,1098,274,824,,,,,,,,,,,,
5,Western Australia,54280,Kalgoorlie-Boulder,469,129,340,2555,2963,-408,346,192,154,421,179,242,1809,2445,-636,609,176,433,394,159,235,1972,2377,-405,569,203,366,,,,,,,,,,,,
5,Western Australia,54310,Karratha,383,43,340,2721,2770,-49,243,137,106,386,57,329,1976,2162,-186,424,124,300,345,46,299,2064,2164,-100,408,143,265,,,,,,,,,,,,
5,Western Australia,54340,Katanning,62,40,22,363,393,-30,38,20,18,49,34,15,237,242,-5,63,18,45,59,48,11,257,303,-46,59,22,37,,,,,,,,,,,,
5,Western Australia,54410,Kellerberrin,8,18,-10,91,81,10,7,4,3,14,32,-18,42,47,-5,13,4,9,6,27,-21,58,52,6,12,4,8,,,,,,,,,,,,
5,Western Australia,54480,Kent,3,0,3,76,76,0,3,2,1,10,3,7,59,56,3,6,2,4,3,0,3,54,59,-5,6,2,4,,,,,,,,,,,,
5,Western Australia,54550,Kojonup,22,16,6,186,186,0,13,6,7,17,21,-4,113,133,-20,22,5,17,12,15,-3,137,151,-14,19,6,13,,,,,,,,,,,,
5,Western Australia,54620,Kondinin,11,8,3,63,73,-10,4,3,1,7,8,-1,73,86,-13,9,3,6,18,3,15,50,66,-16,8,3,5,,,,,,,,,,,,
5,Western Australia,54690,Koorda,4,3,1,26,26,0,1,1,0,0,3,-3,17,18,-1,2,1,1,0,4,-4,18,13,5,2,1,1,,,,,,,,,,,,
5,Western Australia,54760,Kulin,11,8,3,39,49,-10,4,3,1,10,3,7,40,41,-1,8,3,5,12,4,8,32,39,-7,8,3,5,,,,,,,,,,,,
5,Western Australia,54830,Kwinana,780,194,586,5527,4439,1088,472,264,208,766,234,532,4887,3811,1076,1230,241,989,770,214,556,4973,3873,1100,1155,278,877,,,,,,,,,,,,
5,Western Australia,54900,Lake Grace,21,10,11,84,109,-25,10,5,5,18,3,15,58,72,-14,15,3,12,14,6,8,77,76,1,12,5,7,,,,,,,,,,,,
5,Western Australia,54970,Laverton,7,4,3,84,88,-4,8,5,3,7,5,2,42,49,-7,15,4,11,0,9,-9,46,43,3,15,5,10,,,,,,,,,,,,
5,Western Australia,55040,Leonora,17,4,13,166,178,-12,12,6,6,18,4,14,72,92,-20,21,5,16,19,5,14,86,107,-21,17,6,11,,,,,,,,,,,,
5,Western Australia,55110,Mandurah,956,859,97,7893,6111,1782,740,409,331,955,901,54,7289,5105,2184,1838,376,1462,921,878,43,7650,5438,2212,1776,431,1345,,,,,,,,,,,,
5,Western Australia,55180,Manjimup,89,85,4,616,580,36,51,30,21,81,98,-17,441,462,-21,94,26,68,83,75,8,477,459,18,86,31,55,,,,,,,,,,,,
5,Western Australia,55250,Meekatharra,19,7,12,112,121,-9,10,5,5,14,10,4,40,55,-15,16,4,12,12,4,8,56,83,-27,14,5,9,,,,,,,,,,,,
5,Western Australia,55320,Melville,950,738,212,8042,8281,-239,1592,955,637,855,784,71,5980,5988,-8,4009,964,3045,871,723,148,6258,6194,64,3759,1108,2651,,,,,,,,,,,,
5,Western Australia,55390,Menzies,4,3,1,14,14,0,3,2,1,3,5,-2,13,11,2,6,2,4,5,3,2,12,16,-4,6,2,4,,,,,,,,,,,,
5,Western Australia,55460,Merredin,50,21,29,268,300,-32,38,21,17,28,30,-2,219,231,-12,67,18,49,47,28,19,248,241,7,62,23,39,,,,,,,,,,,,
5,Western Australia,55530,Mingenew,3,0,3,30,34,-4,2,1,1,6,3,3,14,26,-12,4,1,3,12,3,9,28,35,-7,3,1,2,,,,,,,,,,,,
5,Western Australia,55600,Moora,25,17,8,170,190,-20,19,11,8,37,19,18,135,162,-27,35,9,26,42,17,25,174,181,-7,31,12,19,,,,,,,,,,,,
5,Western Australia,55670,Morawa,21,9,12,72,85,-13,3,2,1,12,6,6,61,61,0,6,2,4,4,9,-5,57,49,8,6,2,4,,,,,,,,,,,,
5,Western Australia,55740,Mosman Park,76,70,6,912,863,49,252,164,88,69,78,-9,689,682,7,624,191,433,85,76,9,637,740,-103,542,219,323,,,,,,,,,,,,
5,Western Australia,55810,Mount Magnet,4,5,-1,60,58,2,4,3,1,8,7,1,25,31,-6,8,3,5,3,3,0,34,44,-10,8,3,5,,,,,,,,,,,,
5,Western Australia,55880,Mount Marshall,3,5,-2,20,23,-3,3,2,1,5,0,5,16,26,-10,5,2,3,4,4,0,27,25,2,5,2,3,,,,,,,,,,,,
5,Western Australia,55950,Mukinbudin,4,3,1,26,34,-8,3,2,1,9,4,5,21,17,4,6,2,4,7,5,2,25,28,-3,6,2,4,,,,,,,,,,,,
5,Western Australia,56090,Mundaring,395,232,163,3232,3508,-276,213,122,91,340,253,87,3009,2598,411,528,107,421,340,228,112,3023,2614,409,494,124,370,,,,,,,,,,,,
5,Western Australia,56160,Murchison,0,0,0,2,2,0,0,0,0,0,0,0,0,3,-3,1,0,1,0,0,0,1,3,-2,1,0,1,,,,,,,,,,,,
5,Western Australia,56230,Murray,185,129,56,1815,1426,389,73,41,32,201,143,58,1758,1247,511,181,37,144,186,156,30,1928,1349,579,168,43,125,,,,,,,,,,,,
5,Western Australia,56300,Nannup,5,8,-3,149,134,15,12,6,6,12,14,-2,99,70,29,18,6,12,10,11,-1,119,86,33,17,6,11,,,,,,,,,,,,
5,Western Australia,56370,Narembeen,9,11,-2,67,67,0,9,5,4,9,6,3,38,41,-3,16,5,11,16,5,11,37,44,-7,16,5,11,,,,,,,,,,,,
5,Western Australia,56460,Narrogin,56,53,3,450,453,-3,48,26,22,51,53,-2,313,344,-31,82,23,59,49,58,-9,321,315,6,75,28,47,,,,,,,,,,,,
5,Western Australia,56580,Nedlands,157,165,-8,2022,2139,-117,735,516,219,138,152,-14,1721,1714,7,1827,651,1176,153,164,-11,1731,1697,34,1645,751,894,,,,,,,,,,,,
5,Western Australia,56620,Ngaanyatjarraku,6,11,-5,79,78,1,11,5,6,10,15,-5,93,98,-5,16,5,11,14,10,4,42,52,-10,15,6,9,,,,,,,,,,,,
5,Western Australia,56730,Northam,134,126,8,1041,940,101,55,30,25,123,121,2,873,684,189,96,28,68,147,104,43,930,812,118,90,32,58,,,,,,,,,,,,
5,Western Australia,56790,Northampton,29,29,0,287,283,4,15,8,7,22,22,0,258,250,8,27,7,20,23,29,-6,221,219,2,24,9,15,,,,,,,,,,,,
5,Western Australia,56860,Nungarin,3,0,3,6,11,-5,1,1,0,0,0,0,5,12,-7,3,1,2,0,3,-3,11,8,3,3,1,2,,,,,,,,,,,,
5,Western Australia,56930,Peppermint Grove,15,6,9,141,165,-24,43,28,15,8,11,-3,111,81,30,107,33,74,7,11,-4,103,88,15,70,38,32,,,,,,,,,,,,
5,Western Australia,57000,Perenjori,7,3,4,32,37,-5,3,2,1,3,4,-1,40,46,-6,6,2,4,3,0,3,43,40,3,6,2,4,,,,,,,,,,,,
5,Western Australia,57080,Perth,258,127,131,5123,5013,110,1888,1202,686,246,132,114,3242,3941,-699,4462,1460,3002,188,126,62,3267,4206,-939,4184,1680,2504,,,,,,,,,,,,
5,Western Australia,57140,Pingelly,8,11,-3,86,91,-5,7,3,4,14,8,6,75,71,4,9,3,6,15,16,-1,68,64,4,7,3,4,,,,,,,,,,,,
5,Western Australia,57210,Plantagenet,51,54,-3,530,482,48,17,9,8,44,38,6,402,347,55,30,9,21,56,47,9,417,379,38,28,10,18,,,,,,,,,,,,
5,Western Australia,57280,Port Hedland,334,40,294,1940,1942,-2,163,90,73,270,76,194,1551,1722,-171,284,82,202,257,51,206,1536,1720,-184,265,95,170,,,,,,,,,,,,
5,Western Australia,57350,Quairading,17,7,10,80,89,-9,5,4,1,12,14,-2,37,52,-15,10,3,7,12,17,-5,61,68,-7,10,4,6,,,,,,,,,,,,
5,Western Australia,57420,Ravensthorpe,33,13,20,270,253,17,19,11,8,33,12,21,143,111,32,33,10,23,28,17,11,141,170,-29,31,11,20,,,,,,,,,,,,
5,Western Australia,57490,Rockingham,1849,750,1099,11015,9477,1538,1187,654,533,1706,867,839,10247,8465,1782,3135,599,2536,1707,910,797,10755,8604,2151,2962,689,2273,,,,,,,,,,,,
5,Western Australia,57630,Sandstone,0,0,0,5,4,1,1,0,1,0,0,0,6,10,-4,1,0,1,0,0,0,6,8,-2,1,0,1,,,,,,,,,,,,
5,Western Australia,57700,Serpentine-Jarrahdale,553,123,430,3548,2609,939,174,97,77,540,131,409,3145,1983,1162,476,88,388,502,127,375,3379,2279,1100,503,101,402,,,,,,,,,,,,
5,Western Australia,57770,Shark Bay,6,5,1,112,107,5,14,7,7,10,3,7,81,57,24,24,7,17,6,5,1,83,64,19,22,8,14,,,,,,,,,,,,
5,Western Australia,57840,South Perth,388,388,0,4475,4614,-139,1037,649,388,402,404,-2,3140,3425,-285,2575,712,1863,396,398,-2,3200,3606,-406,2360,820,1540,,,,,,,,,,,,
5,Western Australia,57910,Stirling,2984,1580,1404,18213,19377,-1164,4014,2314,1700,2839,1572,1267,13441,14494,-1053,9959,2280,7679,2632,1720,912,13334,15091,-1757,9185,2623,6562,,,,,,,,,,,,
5,Western Australia,57980,Subiaco,162,132,30,2021,2101,-80,520,364,156,160,118,42,1587,1556,31,1293,461,832,143,135,8,1563,1652,-89,1148,528,620,,,,,,,,,,,,
5,Western Australia,58050,Swan,2333,737,1596,14146,11144,3002,1485,824,661,2302,766,1536,12392,9193,3199,3766,752,3014,2385,738,1647,12994,10112,2882,3845,864,2981,,,,,,,,,,,,
5,Western Australia,58190,Tammin,4,5,-1,32,30,2,2,1,1,5,5,0,28,30,-2,4,1,3,4,4,0,26,32,-6,4,1,3,,,,,,,,,,,,
5,Western Australia,58260,Three Springs,6,5,1,46,47,-1,3,2,1,9,8,1,30,28,2,5,2,3,8,3,5,34,35,-1,5,2,3,,,,,,,,,,,,
5,Western Australia,58330,Toodyay,41,35,6,468,377,91,16,8,8,38,35,3,380,262,118,27,8,19,44,30,14,423,326,97,25,9,16,,,,,,,,,,,,
5,Western Australia,58400,Trayning,5,3,2,16,22,-6,2,1,1,0,7,-7,12,8,4,3,1,2,6,7,-1,21,19,2,3,1,2,,,,,,,,,,,,
5,Western Australia,58470,Upper Gascoyne,0,0,0,11,4,7,2,1,1,4,0,4,6,0,6,4,1,3,0,3,-3,5,5,0,4,1,3,,,,,,,,,,,,
5,Western Australia,58510,Victoria Park,461,368,93,4500,4629,-129,1118,622,496,448,366,82,3305,3426,-121,2774,633,2141,419,363,56,3293,3609,-316,2481,727,1754,,,,,,,,,,,,
5,Western Australia,58540,Victoria Plains,7,3,4,63,77,-14,6,4,2,15,10,5,29,41,-12,11,4,7,8,8,0,56,53,3,11,4,7,,,,,,,,,,,,
5,Western Australia,58570,Vincent,436,198,238,4647,4571,76,925,568,357,366,258,108,3092,3245,-153,2345,611,1734,389,244,145,3253,3503,-250,2094,703,1391,,,,,,,,,,,,
5,Western Australia,58610,Wagin,24,29,-5,116,106,10,5,3,2,21,24,-3,79,74,5,8,3,5,21,21,0,103,99,4,8,3,5,,,,,,,,,,,,
5,Western Australia,58680,Wandering,5,0,5,30,39,-9,2,1,1,6,3,3,58,67,-9,4,1,3,0,5,-5,61,57,4,4,1,3,,,,,,,,,,,,
5,Western Australia,58760,Wanneroo,3107,1020,2087,15332,13626,1706,2332,1290,1042,2712,1076,1636,12930,10962,1968,5918,1177,4741,2752,1082,1670,13426,11384,2042,5668,1354,4314,,,,,,,,,,,,
5,Western Australia,58820,Waroona,41,34,7,424,392,32,15,8,7,44,39,5,340,304,36,23,8,15,59,40,19,425,379,46,23,8,15,,,,,,,,,,,,
5,Western Australia,58890,West Arthur,5,6,-1,55,53,2,2,1,1,6,8,-2,26,37,-11,4,1,3,7,3,4,32,36,-4,3,1,2,,,,,,,,,,,,
5,Western Australia,59030,Westonia,5,0,5,16,24,-8,1,1,0,3,3,0,5,15,-10,3,1,2,3,0,3,8,10,-2,2,1,1,,,,,,,,,,,,
5,Western Australia,59100,Wickepin,7,6,1,75,85,-10,5,2,3,7,3,4,27,41,-14,7,2,5,9,4,5,39,40,-1,7,2,5,,,,,,,,,,,,
5,Western Australia,59170,Williams,16,9,7,105,110,-5,2,1,1,13,6,7,81,85,-4,5,1,4,11,4,7,58,65,-7,5,2,3,,,,,,,,,,,,
5,Western Australia,59250,Wiluna,5,3,2,79,80,-1,3,2,1,4,6,-2,12,18,-6,6,2,4,3,5,-2,27,34,-7,6,2,4,,,,,,,,,,,,
5,Western Australia,59310,Wongan-Ballidu,17,10,7,148,155,-7,7,3,4,11,9,2,108,121,-13,10,3,7,14,10,4,88,90,-2,8,3,5,,,,,,,,,,,,
5,Western Australia,59320,Woodanilling,9,0,9,25,34,-9,3,2,1,9,3,6,25,27,-2,7,2,5,6,0,6,30,30,0,7,2,5,,,,,,,,,,,,
5,Western Australia,59330,Wyalkatchem,4,6,-2,53,51,2,2,1,1,6,7,-1,26,21,5,3,1,2,0,6,-6,48,43,5,3,1,2,,,,,,,,,,,,
5,Western Australia,59340,Wyndham-East Kimberley,130,51,79,695,797,-102,83,46,37,126,45,81,499,534,-35,147,43,104,126,50,76,532,596,-64,138,49,89,,,,,,,,,,,,
5,Western Australia,59350,Yalgoo,0,4,-4,31,27,4,2,1,1,5,0,5,55,71,-16,4,1,3,3,0,3,44,54,-10,4,1,3,,,,,,,,,,,,
5,Western Australia,59360,Yilgarn,6,6,0,142,154,-12,9,4,5,6,7,-1,114,123,-9,15,4,11,13,7,6,110,111,-1,12,4,8,,,,,,,,,,,,
5,Western Australia,59370,York,28,35,-7,306,287,19,3,1,2,29,51,-22,313,260,53,5,1,4,37,37,0,336,293,43,5,1,4,,,,,,,,,,,,
6,Tasmania,60210,Break O`Day,38,76,-38,578,485,93,34,12,22,57,69,-12,489,436,53,45,17,28,55,82,-27,474,389,85,41,15,26,,,,,,,,,,,,
6,Tasmania,60410,Brighton,285,132,153,1693,1443,250,35,11,24,285,106,179,1644,1531,113,47,15,32,257,133,124,1597,1478,119,43,14,29,,,,,,,,,,,,
6,Tasmania,60610,Burnie,222,181,41,1704,1756,-52,117,44,73,245,181,64,1298,1448,-150,143,48,95,230,204,26,1354,1521,-167,125,46,79,,,,,,,,,,,,
6,Tasmania,60810,Central Coast (Tas.),225,240,-15,1679,1632,47,77,25,52,182,252,-70,1292,1283,9,93,33,60,192,243,-51,1359,1353,6,83,29,54,,,,,,,,,,,,
6,Tasmania,61010,Central Highlands (Tas.),22,23,-1,201,198,3,9,4,5,14,18,-4,181,171,10,8,4,4,19,25,-6,168,176,-8,10,4,6,,,,,,,,,,,,
6,Tasmania,61210,Circular Head,96,61,35,551,586,-35,63,20,43,97,78,19,405,482,-77,76,26,50,85,68,17,380,484,-104,66,24,42,,,,,,,,,,,,
6,Tasmania,61410,Clarence,736,538,198,4225,3987,238,469,157,312,669,589,80,3736,3640,96,659,199,460,645,574,71,3617,3826,-209,574,183,391,,,,,,,,,,,,
6,Tasmania,61510,Derwent Valley,122,99,23,885,800,85,31,10,21,108,104,4,804,724,80,41,13,28,123,114,9,810,755,55,36,11,25,,,,,,,,,,,,
6,Tasmania,61610,Devonport,248,287,-39,2026,2063,-37,172,57,115,288,290,-2,1592,1661,-69,206,72,134,256,291,-35,1732,1780,-48,184,69,115,,,,,,,,,,,,
6,Tasmania,61810,Dorset,68,55,13,459,452,7,27,8,19,68,82,-14,318,342,-24,32,10,22,57,88,-31,344,324,20,28,10,18,,,,,,,,,,,,
6,Tasmania,62010,Flinders (Tas.),4,9,-5,56,58,-2,0,0,0,7,9,-2,35,31,4,0,0,0,9,13,-4,59,47,12,0,0,0,,,,,,,,,,,,
6,Tasmania,62210,George Town,67,83,-16,591,538,53,36,12,24,59,71,-12,497,445,52,44,16,28,70,90,-20,515,478,37,40,14,26,,,,,,,,,,,,
6,Tasmania,62410,Glamorgan-Spring Bay,31,59,-28,375,297,78,37,12,25,24,54,-30,344,291,53,46,17,29,46,54,-8,352,327,25,41,15,26,,,,,,,,,,,,
6,Tasmania,62610,Glenorchy,653,490,163,3616,4292,-676,545,179,366,623,521,102,3449,4232,-783,768,231,537,674,514,160,3429,4165,-736,666,215,451,,,,,,,,,,,,
6,Tasmania,62810,Hobart,442,458,-16,4474,5303,-829,1711,795,916,428,482,-54,3518,4919,-1401,2455,911,1544,375,454,-79,3669,4968,-1299,2092,844,1248,,,,,,,,,,,,
6,Tasmania,63010,Huon Valley,191,135,56,1459,1180,279,129,46,83,193,128,65,1211,1120,91,151,52,99,174,139,35,1269,1116,153,133,49,84,,,,,,,,,,,,
6,Tasmania,63210,Kentish,51,52,-1,566,558,8,35,12,23,59,56,3,450,451,-1,43,15,28,53,69,-16,453,437,16,38,14,24,,,,,,,,,,,,
6,Tasmania,63410,King Island,21,18,3,111,100,11,14,5,9,19,25,-6,48,78,-30,16,6,10,24,12,12,86,97,-11,16,6,10,,,,,,,,,,,,
6,Tasmania,63610,Kingborough,413,268,145,2569,2797,-228,384,133,251,372,293,79,2417,2570,-153,525,169,356,361,253,108,2535,2585,-50,455,158,297,,,,,,,,,,,,
6,Tasmania,63810,Latrobe (Tas.),118,130,-12,1093,896,197,58,19,39,104,143,-39,895,753,142,70,24,46,89,142,-53,950,848,102,61,22,39,,,,,,,,,,,,
6,Tasmania,64010,Launceston,760,660,100,4924,5546,-622,931,308,623,779,696,83,3858,4751,-893,1182,384,798,766,688,78,3877,4833,-956,971,354,617,,,,,,,,,,,,
6,Tasmania,64210,Meander Valley,201,180,21,1719,1591,128,97,31,66,215,194,21,1420,1403,17,124,51,73,172,198,-26,1444,1384,60,128,48,80,,,,,,,,,,,,
6,Tasmania,64610,Northern Midlands,124,104,20,1165,1107,58,52,15,37,148,121,27,1021,936,85,64,24,40,155,135,20,1024,947,77,63,21,42,,,,,,,,,,,,
6,Tasmania,64810,Sorell,219,110,109,1543,1241,302,84,29,55,206,149,57,1235,1154,81,117,35,82,185,125,60,1312,1171,141,103,34,69,,,,,,,,,,,,
6,Tasmania,65010,Southern Midlands,65,48,17,462,430,32,7,3,4,69,49,20,448,444,4,8,4,4,78,41,37,448,431,17,7,3,4,,,,,,,,,,,,
6,Tasmania,65210,Tasman,17,33,-16,235,191,44,9,4,5,18,35,-17,204,182,22,10,4,6,20,37,-17,203,157,46,10,4,6,,,,,,,,,,,,
6,Tasmania,65410,Waratah-Wynyard,125,169,-44,1124,1052,72,48,17,31,128,167,-39,888,799,89,57,21,36,123,146,-23,954,831,123,50,19,31,,,,,,,,,,,,
6,Tasmania,65610,West Coast,30,53,-23,423,426,-3,16,5,11,35,47,-12,324,313,11,17,6,11,26,35,-9,325,349,-24,17,6,11,,,,,,,,,,,,
6,Tasmania,65810,West Tamar,240,246,-6,2209,2089,120,151,51,100,238,208,30,1807,1835,-28,188,64,124,235,222,13,1818,1857,-39,160,60,100,,,,,,,,,,,,
7,Northern Territory,70200,Alice Springs,433,160,273,2801,3104,-303,905,499,406,458,171,287,2283,2723,-440,1032,438,594,414,160,254,2314,2731,-417,862,306,556,,,,,,,,,,,,
7,Northern Territory,70420,Barkly,129,44,85,378,476,-98,75,39,36,132,60,72,282,367,-85,85,36,49,129,52,77,309,392,-83,71,25,46,,,,,,,,,,,,
7,Northern Territory,70540,Belyuen,4,3,1,8,10,-2,2,1,1,5,5,0,0,0,0,2,1,1,3,3,0,3,3,0,2,1,1,,,,,,,,,,,,
7,Northern Territory,70620,Central Desert,57,36,21,136,174,-38,9,5,4,73,19,54,132,170,-38,11,5,6,62,25,37,133,175,-42,9,3,6,,,,,,,,,,,,
7,Northern Territory,70700,Coomalie,18,10,8,90,110,-20,17,9,8,18,8,10,89,84,5,20,9,11,10,8,2,82,107,-25,17,6,11,,,,,,,,,,,,
7,Northern Territory,71000,Darwin,1187,421,766,9755,11807,-2052,2981,1672,1309,1074,399,675,7553,9644,-2091,3948,1628,2320,1075,402,673,7237,9773,-2536,3288,1136,2152,,,,,,,,,,,,
7,Northern Territory,71150,Darwin Waterfront Precinct,3,0,3,46,82,-36,25,15,10,3,0,3,44,68,-24,31,14,17,3,0,3,60,55,5,25,9,16,,,,,,,,,,,,
7,Northern Territory,71300,East Arnhem,148,63,85,484,563,-79,26,13,13,143,70,73,453,635,-182,29,13,16,150,57,93,468,552,-84,24,8,16,,,,,,,,,,,,
7,Northern Territory,72200,Katherine,189,61,128,1719,1749,-30,116,59,57,158,92,66,1338,1473,-135,133,57,76,184,66,118,1286,1460,-174,111,39,72,,,,,,,,,,,,
7,Northern Territory,72300,Litchfield,274,110,164,2146,2188,-42,171,89,82,259,105,154,1998,1945,53,224,83,141,254,119,135,2383,2138,245,186,57,129,,,,,,,,,,,,
7,Northern Territory,72330,MacDonnell,82,52,30,258,268,-10,68,35,33,95,42,53,196,207,-11,77,33,44,82,39,43,165,194,-29,65,23,42,,,,,,,,,,,,
7,Northern Territory,72800,Palmerston,694,142,552,5959,5852,107,576,298,278,716,145,571,4752,5105,-353,760,280,480,695,143,552,4631,5188,-557,633,195,438,,,,,,,,,,,,
7,Northern Territory,73600,Roper Gulf,85,57,28,182,191,-9,43,22,21,83,69,14,124,146,-22,51,21,30,85,62,23,135,165,-30,41,15,26,,,,,,,,,,,,
7,Northern Territory,74050,Tiwi Islands,31,30,1,70,67,3,8,4,4,21,14,7,68,76,-8,10,4,6,29,16,13,33,55,-22,8,3,5,,,,,,,,,,,,
7,Northern Territory,74550,Victoria Daly,56,30,26,49,40,9,12,6,6,43,19,24,44,40,4,14,6,8,47,20,27,53,78,-25,11,4,7,,,,,,,,,,,,
7,Northern Territory,74560,Wagait,3,3,0,45,49,-4,6,3,3,0,0,0,30,32,-2,7,3,4,3,3,0,33,21,12,6,2,4,,,,,,,,,,,,
7,Northern Territory,74660,West Arnhem,79,42,37,337,311,26,27,14,13,86,28,58,325,248,77,30,13,17,64,26,38,292,289,3,26,10,16,,,,,,,,,,,,
7,Northern Territory,74680,West Daly,43,13,30,77,98,-21,6,3,3,36,14,22,94,128,-34,8,3,5,42,25,17,92,92,0,6,2,4,,,,,,,,,,,,
7,Northern Territory,79399,Unincorporated NT,82,18,64,651,612,39,101,53,48,87,21,66,779,760,19,117,50,67,90,25,65,801,817,-16,99,34,65,,,,,,,,,,,,
